Huc 8,Huc 8 Name,Huc 12,Huc 12 Name,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed Status,State Status,Habitat Description,Wet Habitat Flag
6010206,Powell River,60102060404,Gap Creek-Powell River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6010207,Lower Clinch River,60102070403,Clinch River-Wolf creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6030003,Upper Elk River,60300030901,Elk River-Molino Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6030003,Upper Elk River,60300030905,Elk River-Kelly Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6040002,Upper Duck River,60400020703,Duck River,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6040002,Upper Duck River,60400020704,Caney Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6040002,Upper Duck River,60400020706,Duck River-Flat Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6040002,Upper Duck River,60400020707,Duck River-Goose Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6040003,Lower Duck River,60400030506,Duck River-Bear Creek,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
6020004,Sequatchie River,60200040204,Little Sequatchie River Lower,Invertebrate Animal,Insect,Pseudanophthalmus ventus,Blowing Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; lower Sequatchie Valley.,Upland
6020002,Hiwassee River,60200020906,Big Lost Creek,Invertebrate Animal,Mollusc,Glyphyalinia ocoae,Blue-gray Glyph,G1,S1,--,"Rare, Not State Listed",Leaf litter on wooded hillsides & ravines; southernmost Blue Ridge; Polk County.,Upland
6020003,Ocoee River,60200030209,Ocoee River Dam #3,Invertebrate Animal,Mollusc,Glyphyalinia ocoae,Blue-gray Glyph,G1,S1,--,"Rare, Not State Listed",Leaf litter on wooded hillsides & ravines; southernmost Blue Ridge; Polk County.,Upland
6020003,Ocoee River,60200030210,Ocoee River Dam #2,Invertebrate Animal,Mollusc,Glyphyalinia ocoae,Blue-gray Glyph,G1,S1,--,"Rare, Not State Listed",Leaf litter on wooded hillsides & ravines; southernmost Blue Ridge; Polk County.,Upland
5130107,Collins River,51301070306,Collins River Middle,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130107,Collins River,51301070307,Collins River Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080205,Cane Creek Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080305,Caney Fork River-Suggs Branch,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080405,Calfkiller River Lower,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
5130108,Caney Fork River,51301080503,Lower Rocky River,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
6030003,Upper Elk River,60300030706,Elk River-Lees Creek,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
6030003,Upper Elk River,60300030901,Elk River-Molino Creek,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
6030003,Upper Elk River,60300030903,Elk River-Carr Creek,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
6030003,Upper Elk River,60300030905,Elk River-Kelly Creek,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
6030004,Lower Elk River,60300040208,Richland Creek-Silver Creek,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
6030004,Lower Elk River,60300040402,Ragsdale Creek-Elk River,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
6030005,Pickwick Lake,60300050508,Upper Shoal Creek,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
5130105,Obey River,51301050106,Buffalo Cove Creek,Invertebrate Animal,Insect,Litocampa sp. 6,Buffalo Cove Cave Dipluran,G1,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, northern Cumberlands; possibly endemic to Buffalo Cove, Fentress County.",Upland
6010107,Lower French Broad River,60101070203,Roaring Fork,Vascular Plant,Flowering Plant,Calamagrostis cainii,Cain's Reedgrass,G1,S1,--,E,High Elevation Rock Outcrops And Slide Areas,Upland
6010107,Lower French Broad River,60101070206,West Prong Little Pigeon River Upper,Vascular Plant,Flowering Plant,Calamagrostis cainii,Cain's Reedgrass,G1,S1,--,E,High Elevation Rock Outcrops And Slide Areas,Upland
6010107,Lower French Broad River,60101070301,Porters Creek,Vascular Plant,Flowering Plant,Calamagrostis cainii,Cain's Reedgrass,G1,S1,--,E,High Elevation Rock Outcrops And Slide Areas,Upland
6010203,-,60102030203,Bradley Fork,Vascular Plant,Flowering Plant,Calamagrostis cainii,Cain's Reedgrass,G1,S1,--,E,High Elevation Rock Outcrops And Slide Areas,Upland
6010203,-,60102030204,Upper Oconaluftee River,Vascular Plant,Flowering Plant,Calamagrostis cainii,Cain's Reedgrass,G1,S1,--,E,High Elevation Rock Outcrops And Slide Areas,Upland
6030003,Upper Elk River,60300030801,Cane Creek Upper,Invertebrate Animal,Insect,Pseudanophthalmus catherinae,Catherine's Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Central Basin.,Upland
5130108,Caney Fork River,51301080905,Center Hill Lake,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010302,Cumberland River-Hogan Creek,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010304,Cumberland River-Dixon Creek,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130201,Old Hickory Lake,51302010308,Cumberland River-Neely Branch,Invertebrate Animal,Mollusc,Epioblasma obliquata,Catspaw,G1,S1,LE,E,"Medium-large rivers, in sand and gravel substrates in runs and riffles; Tennessee & Cumberland river systems.",Aquatic
5130105,Obey River,51301050201,Upper West Fork Obey River,Invertebrate Animal,Crustacean,Stygobromus sp. 24,"Cave Amphipod (Overton Co., TN)",G1,S1,--,"Rare, Not State Listed",Aquatic cave obligate; wet caves in the escarpment of the Cumberland Plateau; Overton County.,Aquatic
6030002,Wheeler Lake,60300020102,Larkin Fork,Invertebrate Animal,Mollusc,Discus clappi,Channelled Disc,G1,S1,--,"Rare, Not State Listed",A calciphile; leaf litter on rocky wooded hillsides & karst woods; southern Cumberlands; Franklin County.,Upland
6030003,Upper Elk River,60300030601,Larkin Springs Branch,Invertebrate Animal,Mollusc,Discus clappi,Channelled Disc,G1,S1,--,"Rare, Not State Listed",A calciphile; leaf litter on rocky wooded hillsides & karst woods; southern Cumberlands; Franklin County.,Upland
6010108,Nolichucky,60101080901,Little Chucky Creek,Vertebrate Animal,Fish,Noturus crypticus,Chucky Madtom,G1,S1,LE,E,"Stream runs with slow to moderate current over pea gravel, cobble, or slabrock; Little Chucky Creek; Nolichucky River system.",Aquatic
6010204,Little Tennessee River,60102040202,Abrams Creek Lower,Vertebrate Animal,Fish,Etheostoma sitikuense,Citico Darter,G1,S1,"LE, XN",E,"Riffles, runs, & pools with cobble & small boulders; larger creeks to medium size rivers; lower Little Tennessee River watershed.",Aquatic
6010204,Little Tennessee River,60102040305,Tellico River Upper,Vertebrate Animal,Fish,Etheostoma sitikuense,Citico Darter,G1,S1,"LE, XN",E,"Riffles, runs, & pools with cobble & small boulders; larger creeks to medium size rivers; lower Little Tennessee River watershed.",Aquatic
6010204,Little Tennessee River,60102040404,Citico Creek,Vertebrate Animal,Fish,Etheostoma sitikuense,Citico Darter,G1,S1,"LE, XN",E,"Riffles, runs, & pools with cobble & small boulders; larger creeks to medium size rivers; lower Little Tennessee River watershed.",Aquatic
5130104,South Fork Cumberland River,51301040103,White Oak Creek,Vertebrate Animal,Fish,Chrosomus sp. 1,Clinch Dace,G1,S1,SC,D,Extremely restricted range in few headwater tributaries of Big South Fork Cumberland River and Emory River; Cumberland Plateau; Morgan County. ,-
5130205,Lake Barkley,51302050307,Blooming Grove Creek,Invertebrate Animal,Insect,Pseudanophthalmus colemanensis,Coleman Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Western Highland Rim.,Upland
3150101,Conasauga River,31501010104,Old Fort Creek-Mill Creek,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
3150101,Conasauga River,31501010301,Coahulla Creek Headwaters,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
3150101,Conasauga River,31501010302,Mills Creek,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
6020002,Hiwassee River,60200021401,South Chestuee Creek,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
6020002,Hiwassee River,60200021402,Chatata Creek,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
6020002,Hiwassee River,60200021404,South Mouse Creek,Invertebrate Animal,Crustacean,Cambarus cymatilis,Conasauga Blue Burrower,G1,S1,--,E,Primary burrower; seeps & wet grassy areas including homesites; Conasauga R watershed and adjacent portion of Hiwassee R basin.,Aquatic
3150101,Conasauga River,31501010102,Jacks River,Vertebrate Animal,Fish,Percina jenkinsi,Conasauga Logperch,G1,S1,LE,E,Deep gravel runs or pools with small stones & sandy bottoms; Conasauga and Jacks rivers; Conasauga River watershed.,Aquatic
3150101,Conasauga River,31501010103,Ball Play Creek-Conasauga River,Vertebrate Animal,Fish,Percina jenkinsi,Conasauga Logperch,G1,S1,LE,E,Deep gravel runs or pools with small stones & sandy bottoms; Conasauga and Jacks rivers; Conasauga River watershed.,Aquatic
3150101,Conasauga River,31501010105,Perry Creek-Conasuaga River,Vertebrate Animal,Fish,Percina jenkinsi,Conasauga Logperch,G1,S1,LE,E,Deep gravel runs or pools with small stones & sandy bottoms; Conasauga and Jacks rivers; Conasauga River watershed.,Aquatic
3150101,Conasauga River,31501010101,Headwaters Conasuaga River,Invertebrate Animal,Mollusc,Villosa vanuxemensis umbrans,Coosa Creekshell,G1,S2,--,"Rare, Not State Listed",Riffles of headwater creeks/small rivers in gravel/sand subst.; often assoc. with Justicia amer.; Conasauga R drainage; Ridge & Valley.,Aquatic
3150101,Conasauga River,31501010102,Jacks River,Invertebrate Animal,Mollusc,Villosa vanuxemensis umbrans,Coosa Creekshell,G1,S2,--,"Rare, Not State Listed",Riffles of headwater creeks/small rivers in gravel/sand subst.; often assoc. with Justicia amer.; Conasauga R drainage; Ridge & Valley.,Aquatic
3150101,Conasauga River,31501010103,Ball Play Creek-Conasauga River,Invertebrate Animal,Mollusc,Villosa vanuxemensis umbrans,Coosa Creekshell,G1,S2,--,"Rare, Not State Listed",Riffles of headwater creeks/small rivers in gravel/sand subst.; often assoc. with Justicia amer.; Conasauga R drainage; Ridge & Valley.,Aquatic
5130108,Caney Fork River,51301080305,Caney Fork River-Suggs Branch,Invertebrate Animal,Insect,Triacanthella copelandi,Copeland's Springtail,G1,S1,--,"Rare, Not State Listed",Terrestrial cave associate; middle Cumberlands; also reported from Great Smoky Mtns.,Upland
5130108,Caney Fork River,51301080503,Lower Rocky River,Invertebrate Animal,Insect,Triacanthella copelandi,Copeland's Springtail,G1,S1,--,"Rare, Not State Listed",Terrestrial cave associate; middle Cumberlands; also reported from Great Smoky Mtns.,Upland
5130108,Caney Fork River,51301080601,Caney Fork River-Rocky River,Invertebrate Animal,Insect,Triacanthella copelandi,Copeland's Springtail,G1,S1,--,"Rare, Not State Listed",Terrestrial cave associate; middle Cumberlands; also reported from Great Smoky Mtns.,Upland
6030001,Guntersville Lake,60300010201,Jones Creek-Tennessee River,Invertebrate Animal,Mollusc,Pleurocera corpulenta,Corpulent Hornsnail,G1,S1,--,"Rare, Not State Listed","Extremely limited distribution in Tennessee River from Battle Creek at Ketchall (Kimball), Marion County, Tennessee, downstream.",Aquatic
6010205,Upper Clinch River,60102050804,Powers Branch-Clinch River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6010205,Upper Clinch River,60102050808,Brier Creek-Clinch River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6010205,Upper Clinch River,60102051003,Big Creek-Clinch River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6010205,Upper Clinch River,60102051004,Dutch Valley Creek-Clinch River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6010206,Powell River,60102060304,Yellow Creek-Powell River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6010206,Powell River,60102060307,Fourmile Creek-Powell River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6010207,Lower Clinch River,60102070403,Clinch River-Wolf creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6030003,Upper Elk River,60300030706,Elk River-Lees Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6030003,Upper Elk River,60300030901,Elk River-Molino Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6030003,Upper Elk River,60300030905,Elk River-Kelly Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6030004,Lower Elk River,60300040402,Ragsdale Creek-Elk River,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6040001,TN Westen Valley-Beech River,60400010504,Tennessee River-Mud Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6040001,TN Westen Valley-Beech River,60400010508,Tennessee River-Beason Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6040003,Lower Duck River,60400030506,Duck River-Bear Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6040004,Buffalo River,60400040109,Buffalo River-Moccasin Creek,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
6020001,Lower Tennessee River,60200011105,Lookout Creek,Invertebrate Animal,Arachnid,Nesticus furtivus,Crystal Caverns Cave Spider,G1,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, S Cumberlands; Hamilton County; known only from the type locality.",Upland
5130104,South Fork Cumberland River,51301040204,Clear Fork Middle,Vascular Plant,Flowering Plant,Stenanthium diffusum,Cumberland featherbells,G1,S1,--,E,Rockhouses,Possible
5130104,South Fork Cumberland River,51301040401,Laurel Fork,Vascular Plant,Flowering Plant,Stenanthium diffusum,Cumberland featherbells,G1,S1,--,E,Rockhouses,Possible
5130104,South Fork Cumberland River,51301040502,Station Camp Creek,Vascular Plant,Flowering Plant,Stenanthium diffusum,Cumberland featherbells,G1,S1,--,E,Rockhouses,Possible
5130104,South Fork Cumberland River,51301040508,Rock Creek,Vascular Plant,Flowering Plant,Stenanthium diffusum,Cumberland featherbells,G1,S1,--,E,Rockhouses,Possible
5130105,Obey River,51301050401,Delk Creek-Wolf River,Vascular Plant,Flowering Plant,Stenanthium diffusum,Cumberland featherbells,G1,S1,--,E,Rockhouses,Possible
6010206,Powell River,60102060401,Russell Creek,Invertebrate Animal,Crustacean,Bactrurus angulus,Cumberland Gap Cave Amphipod,G1,S1,--,"Rare, Not State Listed",Aquatic cave obligate; Cumberland Gap area.,Aquatic
6010102,South Fork Holston River,60101020602,Indian Creek-South Fork Holston River,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010102,South Fork Holston River,60101020603,Boone Lake-South Fork Holston River,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010102,South Fork Holston River,60101020704,Kendrick Creek-South Fork Holston River,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010104,Holston River,60101040101,Holston River-Hord Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010104,Holston River,60101040204,Cherokee Lake-Dodson Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010104,Holston River,60101040308,Holston River Outlet,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010204,Little Tennessee River,60102040307,Tellico River Middle,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010206,Powell River,60102060304,Yellow Creek-Powell River,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6010206,Powell River,60102060307,Fourmile Creek-Powell River,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6020001,Lower Tennessee River,60200011202,Tennessee River-Nickajack Lake Upper,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6030003,Upper Elk River,60300030703,Elk River-Cofffee Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6030003,Upper Elk River,60300030704,Elk River-Dukes Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6030003,Upper Elk River,60300030706,Elk River-Lees Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6030003,Upper Elk River,60300030901,Elk River-Molino Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6040002,Upper Duck River,60400020703,Duck River,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6040002,Upper Duck River,60400020706,Duck River-Flat Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
6040003,Lower Duck River,60400030506,Duck River-Bear Creek,Invertebrate Animal,Mollusc,Quadrula intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
5130107,Collins River,51301070103,Hickory Creek,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070202,Duke Creek,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070203,Barren Fork River,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070306,Collins River Middle,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
5130107,Collins River,51301070307,Collins River Lower,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
